event,gender,competition,year,round_raw,lane,position,athlete,athlete,athlete,athlete,country,country,country,time_or_mark,reaction_time,reaction_time
200m,M,World Championships,2017,table_7,8,38,Salem Eid Yaqoob,,,,Bahrain,,,20.84,,
200m,M,World Championships,2017,table_7,5,39,Bernardo Baloyes,,,,Colombia,,,20.86,,
200m,M,World Championships,2017,table_7,2,40,Joseph Millar,,,,New Zealand,,,20.97,,
200m,M,World Championships,2017,table_7,6,41,"Burkheart Ellis, Jr.",,,,Barbados,,,20.99,,
200m,M,World Championships,2017,table_7,5,42,Fabrice Dabla,,,,Togo,,,21.4,,
200m,M,World Championships,2017,table_7,4,43,Mohamed Obaid Al-Saadi,,,,Oman,,,21.5,,
200m,M,World Championships,2017,table_7,3,44,Ifeanyichukwu Otuonye,,,,Turks and Caicos Islands,,,21.91,,
200m,M,World Championships,2017,table_7,2,45,Muhd Noor Firdaus ar-Rasyid,,,,Brunei,,,22.36,,
200m,M,World Championships,2017,table_7,6,46,Kabongo Mulumba,,,,DR Congo,,,23.57,,
200m,M,World Championships,2017,table_7,5,,Aaron Brown,,,,Canada,,,DQ,,
200m,M,World Championships,2017,table_7,6,,Clarence Munyai,,,,South Africa,,,DQ,,
200m,M,World Championships,2017,table_7,9,,Paul Nalau,,,,Vanuatu,,,DQ,,
200m,M,World Championships,2017,table_7,8,,Julius Morris,,,,Montserrat,,,DNS,,
200m,M,World Championships,2017,table_9,7,1,Isiah Young,,,,United States,,,20.12,,
200m,M,World Championships,2017,table_9,5,2,Jereem Richards,,,,Trinidad and Tobago,,,20.14,,
200m,M,World Championships,2017,table_9,1,3,Isaac Makwala,,,,Botswana,,,20.14,,
200m,M,World Championships,2017,table_9,4,4,Ramil Guliyev,,,,Turkey,,,20.17,,
200m,M,World Championships,2017,table_9,5,5,Nethaneel Mitchell-Blake,,,,Great Britain & N.I.,,,20.19,,
200m,M,World Championships,2017,table_9,5,6,Ameer Webb,,,,United States,,,20.22,,
200m,M,World Championships,2017,table_9,6,7,Wayde van Niekerk,,,,South Africa,,,20.28,,
200m,M,World Championships,2017,table_9,8,8,Christophe Lemaitre,,,,France,,,20.3,,
200m,M,World Championships,2017,table_9,7,9,Daniel Talbot,,,,Great Britain & N.I.,,,20.38,,
200m,M,World Championships,2017,table_9,9,10,Abdul Hakim Sani Brown,,,,Japan,,,20.43,,
200m,M,World Championships,2017,table_9,7,11,Yohan Blake,,,,Jamaica,,,20.52,,
200m,M,World Championships,2017,table_9,6,12,Sydney Siame,,,,Zambia,,,20.54,,
200m,M,World Championships,2017,table_9,2,13,David Lima,,,,Portugal,,,20.56,,
200m,M,World Championships,2017,table_9,4,14,Kyree King,,,,United States,,,20.59,,
200m,M,World Championships,2017,table_9,8,15,Ján Volko,,,,Slovakia,,,20.61,,
200m,M,World Championships,2017,table_9,8,16,Shota Iizuka,,,,Japan,,,20.62,,
200m,M,World Championships,2017,table_9,3,17,Filippo Tortu,,,,Italy,,,20.62,,
200m,M,World Championships,2017,table_9,4,18,Akani Simbine,,,,South Africa,,,20.62,,
200m,M,World Championships,2017,table_9,6,19,Kyle Greaux,,,,Trinidad and Tobago,,,20.65,,
200m,M,World Championships,2017,table_9,9,20,Rasheed Dwyer,,,,Jamaica,,,20.69,,
200m,M,World Championships,2017,table_9,9,21,Likourgos-Stefanos Tsakonas,,,,Greece,,,20.73,,
200m,M,World Championships,2017,table_9,2,22,Winston George,,,,Guyana,,,20.74,,
200m,M,World Championships,2017,table_9,3,23,Wilfried Koffi Hua,,,,Ivory Coast,,,20.8,,
200m,M,World Championships,2017,table_9,3,24,Zharnel Hughes,,,,Great Britain & N.I.,,,20.85,,
200m,M,World Championships,2017,table_9,2,25,Alex Wilson,,,,Switzerland,,,21.22,,
200m,M,World Championships,2017,table_10,5,,Ramil Guliyev,,,,Turkey,,,20.09,,
200m,M,World Championships,2017,table_10,3,,Wayde van Niekerk,,,,South Africa,,,20.11,,
200m,M,World Championships,2017,table_10,7,,Jereem Richards,,,,Trinidad and Tobago,,,20.11,,
200m,M,World Championships,2017,table_10,2,4,Nethaneel Mitchell-Blake,,,,Great Britain & N.I.,,,20.24,,
200m,M,World Championships,2017,table_10,9,5,Ameer Webb,,,,United States,,,20.26,,
200m,M,World Championships,2017,table_10,6,6,Isaac Makwala,,,,Botswana,,,20.44,,
200m,M,World Championships,2017,table_10,8,7,Abdul Hakim Sani Brown,,,,Japan,,,20.63,,
200m,M,World Championships,2017,table_10,4,8,Isiah Young,,,,United States,,,20.64,,
200m,F,World Championships,2017,table_7,6,1,Dafne Schippers,,,,Netherlands,,,22.64,,
200m,F,World Championships,2017,table_7,5,2,Shaunae Miller-Uibo,,,,Bahamas,,,22.69,,
200m,F,World Championships,2017,table_7,4,3,Marie-Josée Ta Lou,,,,Ivory Coast,,,22.7,,
200m,F,World Championships,2017,table_7,2,4,Dina Asher-Smith,,,,Great Britain & N.I.,,,22.73,,
200m,F,World Championships,2017,table_7,8,5,Kimberlyn Duncan,,,,United States,,,22.74,,
200m,F,World Championships,2017,table_7,5,6,Mujinga Kambundji,,,,Switzerland,,,22.86,,
200m,F,World Championships,2017,table_7,7,7,Crystal Emmanuel,,,,Canada,,,22.87,,
200m,F,World Championships,2017,table_7,6,8,Deajah Stevens,,,,United States,,,22.9,,
200m,F,World Championships,2017,table_7,7,9,Simone Facey,,,,Jamaica,,,22.98,,
200m,F,World Championships,2017,table_7,7,9,Tynia Gaither,,,,Bahamas,,,22.98,,
200m,F,World Championships,2017,table_7,7,11,Rebekka Haase,,,,Germany,,,22.99,,
200m,F,World Championships,2017,table_7,8,12,Ivet Lalova-Collio,,,,Bulgaria,,,23.08,,
200m,F,World Championships,2017,table_7,6,13,Sarah Atcho,,,,Switzerland,,,23.09,,
200m,F,World Championships,2017,table_7,4,14,Maria Belimpasaki,,,,Greece,,,23.16,,
200m,F,World Championships,2017,table_7,8,15,Anthonique Strachan,,,,Bahamas,,,23.23,,
200m,F,World Championships,2017,table_7,2,16,Edidiong Odiong,,,,Bahrain,,,23.24,,
200m,F,World Championships,2017,table_7,4,17,Vitória Cristina Rosa,,,,Brazil,,,23.26,,
200m,F,World Championships,2017,table_7,2,18,Sashalee Forbes,,,,Jamaica,,,23.26,,
200m,F,World Championships,2017,table_7,2,19,Bianca Williams,,,,Great Britain & N.I.,,,23.3,,
200m,F,World Championships,2017,table_7,5,20,Rosângela Santos,,,,Brazil,,,23.34,,
200m,F,World Championships,2017,table_7,3,21,Justine Palframan,,,,South Africa,,,23.35,,
200m,F,World Championships,2017,table_7,8,22,Jodean Williams,,,,Jamaica,,,23.38,,
200m,F,World Championships,2017,table_7,7,23,Shannon Hylton,,,,Great Britain & N.I.,,,23.39,,
200m,F,World Championships,2017,table_7,8,24,Yana Kachur,,,,Ukraine,,,23.47,,
200m,F,World Championships,2017,table_7,3,25,Anna Kiełbasińska,,,,Poland,,,23.48,,
200m,F,World Championships,2017,table_7,2,26,Semoy Hackett,,,,Trinidad and Tobago,,,23.5,,
200m,F,World Championships,2017,table_7,4,27,Cornelia Halbheer,,,,Switzerland,,,23.51,,
200m,F,World Championships,2017,table_7,8,28,Gloria Hooper,,,,Italy,,,23.51,,
200m,F,World Championships,2017,table_7,3,29,Sindija Bukša,,,,Latvia,,,23.54,,
200m,F,World Championships,2017,table_7,4,30,Sada Williams,,,,Barbados,,,23.55,,
200m,F,World Championships,2017,table_7,3,31,Gina Bass,,,,Gambia,,,23.56,,
200m,F,World Championships,2017,table_7,6,32,Viktoriya Zyabkina,,,,Kazakhstan,,,23.66,,
200m,F,World Championships,2017,table_7,8,33,Estelle Raffai,,,,France,,,23.72,,
200m,F,World Championships,2017,table_7,5,34,Irene Siragusa,,,,Italy,,,23.73,,
200m,F,World Championships,2017,table_7,3,35,Kayelle Clarke,,,,Trinidad and Tobago,,,23.75,,
200m,F,World Championships,2017,table_7,5,36,Riley Day,,,,Australia,,,23.77,,
200m,F,World Championships,2017,table_7,3,37,Janet Amponsah,,,,Ghana,,,23.77,,
200m,F,World Championships,2017,table_7,5,38,Estela García,,,,Spain,,,23.78,,
200m,F,World Championships,2017,table_7,7,39,Lorène Bazolo,,,,Portugal,,,23.85,,
200m,F,World Championships,2017,table_7,4,40,Mariely Sánchez,,,,Dominican Republic,,,23.89,,
200m,F,World Championships,2017,table_7,2,41,Isidora Jiménez,,,,Chile,,,23.89,,
200m,F,World Championships,2017,table_7,6,42,Toea Wisil,,,,Papua New Guinea,,,23.93,,
200m,F,World Championships,2017,table_7,3,43,Ella Nelson,,,,Australia,,,24.02,,
200m,F,World Championships,2017,table_7,4,44,Nediam Vargas,,,,Venezuela,,,24.35,,
200m,F,World Championships,2017,table_7,2,45,Ulfa Silpiana,,,,Indonesia,,,25.23,,
200m,F,World Championships,2017,table_7,6,46,Regine Tugade,,,,Guam,,,26.22,,
200m,F,World Championships,2017,table_7,6,,Tori Bowie,,,,United States,,,DNS,,
200m,F,World Championships,2017,table_7,5,,Michelle-Lee Ahye,,,,Trinidad and Tobago,,,DNS,,
200m,F,World Championships,2017,table_7,7,,Laura Müller,,,,Germany,,,DNS,,
200m,F,World Championships,2017,table_9,5,1,Dafne Schippers,,,,Netherlands,,,22.49,,
200m,F,World Championships,2017,table_9,7,2,Shaunae Miller-Uibo,,,,Bahamas,,,22.49,,
200m,F,World Championships,2017,table_9,5,3,Marie-Josée Ta Lou,,,,Ivory Coast,,,22.5,,
200m,F,World Championships,2017,table_9,6,4,Deajah Stevens,,,,United States,,,22.71,,
200m,F,World Championships,2017,table_9,4,5,Kimberlyn Duncan,,,,United States,,,22.73,,
200m,F,World Championships,2017,table_9,4,6,Dina Asher-Smith,,,,Great Britain & N.I.,,,22.73,,
200m,F,World Championships,2017,table_9,6,7,Crystal Emmanuel,,,,Canada,,,22.85,,
200m,F,World Championships,2017,table_9,7,8,Tynia Gaither,,,,Bahamas,,,22.85,,
200m,F,World Championships,2017,table_9,7,9,Ivet Lalova-Collio,,,,Bulgaria,,,22.96,,
200m,F,World Championships,2017,table_9,5,10,Mujinga Kambundji,,,,Switzerland,,,23,,
200m,F,World Championships,2017,table_9,6,11,Simone Facey,,,,Jamaica,,,23.01,,
200m,F,World Championships,2017,table_9,4,12,Rebekka Haase,,,,Germany,,,23.03,,
200m,F,World Championships,2017,table_9,3,13,Sashalee Forbes,,,,Jamaica,,,23.09,,
200m,F,World Championships,2017,table_9,8,14,Sarah Atcho,,,,Switzerland,,,23.12,,
200m,F,World Championships,2017,table_9,2,15,Justine Palframan,,,,South Africa,,,23.21,,
200m,F,World Championships,2017,table_9,9,16,Anthonique Strachan,,,,Bahamas,,,23.21,,
200m,F,World Championships,2017,table_9,8,17,Maria Belimpasaki,,,,Greece,,,23.21,,
200m,F,World Championships,2017,table_9,8,18,Edidiong Odiong,,,,Bahrain,,,23.24,,
200m,F,World Championships,2017,table_9,9,19,Vitória Cristina Rosa,,,,Brazil,,,23.31,,
200m,F,World Championships,2017,table_9,2,20,Jodean Williams,,,,Jamaica,,,23.32,,
200m,F,World Championships,2017,table_9,3,21,Bianca Williams,,,,Great Britain & N.I.,,,23.4,,
200m,F,World Championships,2017,table_9,3,22,Estelle Raffai,,,,France,,,23.45,,
200m,F,World Championships,2017,table_9,2,23,Semoy Hackett,,,,Trinidad and Tobago,,,23.54,,
200m,F,World Championships,2017,table_9,9,,Rosângela Santos,,,,Brazil,,,DQ,,
200m,F,World Championships,2017,table_10,6,,Dafne Schippers,,,,Netherlands,,,22.05,,
200m,F,World Championships,2017,table_10,4,,Marie-Josée Ta Lou,,,,Ivory Coast,,,22.08,,
200m,F,World Championships,2017,table_10,5,,Shaunae Miller-Uibo,,,,Bahamas,,,22.15,,
200m,F,World Championships,2017,table_10,8,4,Dina Asher-Smith,,,,Great Britain & N.I.,,,22.22,,
200m,F,World Championships,2017,table_10,7,5,Deajah Stevens,,,,United States,,,22.44,,
200m,F,World Championships,2017,table_10,9,6,Kimberlyn Duncan,,,,United States,,,22.59,,
200m,F,World Championships,2017,table_10,2,7,Crystal Emmanuel,,,,Canada,,,22.6,,
200m,F,World Championships,2017,table_10,3,8,Tynia Gaither,,,,Bahamas,,,23.07,,
400m,M,World Championships,2017,table_7,6,1,Isaac Makwala,,,,Botswana,,,44.55,,
400m,M,World Championships,2017,table_7,7,2,Steven Gardiner,,,,Bahamas,,,44.75,,
400m,M,World Championships,2017,table_7,6,3,Baboloki Thebe,,,,Botswana,,,44.82,,
400m,M,World Championships,2017,table_7,6,4,Nathon Allen,,,,Jamaica,,,44.91,,
400m,M,World Championships,2017,table_7,7,5,Fred Kerley,,,,United States,,,44.92,,
400m,M,World Championships,2017,table_7,3,6,Gil Roberts,,,,United States,,,44.92,,
400m,M,World Championships,2017,table_7,8,7,Demish Gaye,,,,Jamaica,,,44.92,,
400m,M,World Championships,2017,table_7,9,8,LaShawn Merritt,,,,United States,,,45,,
400m,M,World Championships,2017,table_7,8,9,Lalonde Gordon,,,,Trinidad and Tobago,,,45.02,,
400m,M,World Championships,2017,table_7,2,10,Jamal Walton,,,,Cayman Islands,,,45.05,,
400m,M,World Championships,2017,table_7,6,11,Kevin Borlée,,,,Belgium,,,45.09,,
400m,M,World Championships,2017,table_7,9,12,Pavel Maslák,,,,Czech Republic,,,45.1,,
400m,M,World Championships,2017,table_7,5,13,Wilbert London,,,,United States,,,45.1,,
400m,M,World Championships,2017,table_7,5,14,Óscar Husillos,,,,Spain,,,45.22,,
400m,M,World Championships,2017,table_7,9,15,Abdalelah Haroun,,,,Qatar,,,45.27,,
400m,M,World Championships,2017,table_7,5,16,Wayde van Niekerk,,,,South Africa,,,45.27,,
400m,M,World Championships,2017,table_7,5,17,Matthew Hudson-Smith,,,,Great Britain & N.I.,,,45.31,,
400m,M,World Championships,2017,table_7,4,18,Brian Gregan,,,,Ireland,,,45.37,,
400m,M,World Championships,2017,table_7,3,19,Dwayne Cowan,,,,Great Britain & N.I.,,,45.39,,
400m,M,World Championships,2017,table_7,7,20,Boniface Ontuga Mweresa,,,,Kenya,,,45.58,,
400m,M,World Championships,2017,table_7,9,21,Rafał Omelko,,,,Poland,,,45.69,,
400m,M,World Championships,2017,table_7,9,22,Jonathan Borlée,,,,Belgium,,,45.7,,
400m,M,World Championships,2017,table_7,2,23,Davide Re,,,,Italy,,,45.71,,
400m,M,World Championships,2017,table_7,8,24,Luguelín Santos,,,,Dominican Republic,,,45.73,,
400m,M,World Championships,2017,table_7,3,25,Raymond Kibet,,,,Kenya,,,45.75,,
400m,M,World Championships,2017,table_7,8,26,Martyn Rooney,,,,Great Britain & N.I.,,,45.75,,
400m,M,World Championships,2017,table_7,3,27,Machel Cedenio,,,,Trinidad and Tobago,,,45.77,,
400m,M,World Championships,2017,table_7,4,28,Lucas Carvalho,,,,Brazil,,,45.86,,
400m,M,World Championships,2017,table_7,3,29,Mamoudou Hanne,,,,France,,,45.89,,
400m,M,World Championships,2017,table_7,4,30,Teddy Atine-Venel,,,,France,,,45.9,,
400m,M,World Championships,2017,table_7,6,31,Yoandys Lescay,,,,Cuba,,,45.93,,
400m,M,World Championships,2017,table_7,7,32,Renny Quow,,,,Trinidad and Tobago,,,45.95,,
400m,M,World Championships,2017,table_7,4,33,Mohammad Anas,,,,India,,,45.98,,
400m,M,World Championships,2017,table_7,3,34,Lucas Búa,,,,Spain,,,46,,
400m,M,World Championships,2017,table_7,1,35,Winston George,,,,Guyana,,,46.02,,
400m,M,World Championships,2017,table_7,1,36,Luka Janežič,,,,Slovenia,,,46.06,,
400m,M,World Championships,2017,table_7,2,37,Collins Omae Gichana,,,,Kenya,,,46.1,,
400m,M,World Championships,2017,table_7,9,38,Steven Solomon,,,,Australia,,,46.27,,
400m,M,World Championships,2017,table_7,4,39,Samuel García,,,,Spain,,,46.37,,
400m,M,World Championships,2017,table_7,2,40,Pieter Conradie,,,,South Africa,,,46.62,,
400m,M,World Championships,2017,table_7,5,41,Samson Oghenewegba Nathaniel,,,,Nigeria,,,46.63,,
400m,M,World Championships,2017,table_7,1,42,Warren Hazel,,,,Saint Kitts and Nevis,,,46.96,,
400m,M,World Championships,2017,table_7,7,43,Kimorie Shearman,,,,Saint Vincent and the Grenadines,,,47.05,,
400m,M,World Championships,2017,table_7,2,44,Yilmar Herrera,,,,Colombia,,,47.18,,
400m,M,World Championships,2017,table_7,8,45,Takamasa Kitagawa,,,,Japan,,,47.35,,
400m,M,World Championships,2017,table_7,7,46,Karabo Sibanda,,,,Botswana,,,47.44,,
400m,M,World Championships,2017,table_7,1,47,Bachir Mahamat,,,,Chad,,,47.5,,
400m,M,World Championships,2017,table_7,4,48,Sailosi Tubuilagi,,,,Fiji,,,48.98,,
400m,M,World Championships,2017,table_7,5,49,Narek Ghukasyan,,,,Armenia,,,49.7,,
400m,M,World Championships,2017,table_7,8,,Nery Brenes,,,,Costa Rica,,,DQ,,
400m,M,World Championships,2017,table_7,6,,Steven Gayle,,,,Jamaica,,,DQ,,
400m,M,World Championships,2017,table_7,2,,Emmanuel Dasor,,,,Ghana,,,DNS,,
400m,M,World Championships,2017,table_9,5,1,Steven Gardiner,,,,Bahamas,,,43.89,,
400m,M,World Championships,2017,table_9,6,2,Nathon Allen,,,,Jamaica,,,44.19,,
400m,M,World Championships,2017,table_9,6,3,Wayde van Niekerk,,,,South Africa,,,44.22,,
400m,M,World Championships,2017,table_9,5,4,Isaac Makwala,,,,Botswana,,,44.3,,
400m,M,World Championships,2017,table_9,5,5,Baboloki Thebe,,,,Botswana,,,44.33,,
400m,M,World Championships,2017,table_9,7,6,Fred Kerley,,,,United States,,,44.51,,
400m,M,World Championships,2017,table_9,6,7,Demish Gaye,,,,Jamaica,,,44.55,,
400m,M,World Championships,2017,table_9,9,8,Abdalelah Haroun,,,,Qatar,,,44.64,,
400m,M,World Championships,2017,table_9,2,9,Matthew Hudson-Smith,,,,Great Britain & N.I.,,,44.74,,
400m,M,World Championships,2017,table_9,7,10,Gil Roberts,,,,United States,,,44.84,,
400m,M,World Championships,2017,table_9,9,11,Kevin Borlée,,,,Belgium,,,45.1,,
400m,M,World Championships,2017,table_9,4,12,Wilbert London,,,,United States,,,45.12,,
400m,M,World Championships,2017,table_9,9,13,Jamal Walton,,,,Cayman Islands,,,45.16,,
400m,M,World Championships,2017,table_9,3,14,Óscar Husillos,,,,Spain,,,45.16,,
400m,M,World Championships,2017,table_9,4,15,Lalonde Gordon,,,,Trinidad and Tobago,,,45.2,,
400m,M,World Championships,2017,table_9,3,16,Jonathan Borlée,,,,Belgium,,,45.23,,
400m,M,World Championships,2017,table_9,2,17,Pavel Maslák,,,,Czech Republic,,,45.24,,
400m,M,World Championships,2017,table_9,2,18,Rafał Omelko,,,,Poland,,,45.37,,
400m,M,World Championships,2017,table_9,8,19,Brian Gregan,,,,Ireland,,,45.42,,
400m,M,World Championships,2017,table_9,7,20,LaShawn Merritt,,,,United States,,,45.52,,
400m,M,World Championships,2017,table_9,8,21,Machel Cedenio,,,,Trinidad and Tobago,,,45.91,,
400m,M,World Championships,2017,table_9,3,22,Boniface Ontuga Mweresa,,,,Kenya,,,45.93,,
400m,M,World Championships,2017,table_9,4,23,Davide Re,,,,Italy,,,45.95,,
400m,M,World Championships,2017,table_9,8,24,Dwayne Cowan,,,,Great Britain & N.I.,,,45.96,,
400m,M,World Championships,2017,table_10,6,,Wayde van Niekerk,,,,South Africa,,,43.98,,
400m,M,World Championships,2017,table_10,4,,Steven Gardiner,,,,Bahamas,,,44.41,,
400m,M,World Championships,2017,table_10,3,,Abdalelah Haroun,,,,Qatar,,,44.48,,
400m,M,World Championships,2017,table_10,9,4,Baboloki Thebe,,,,Botswana,,,44.66,,
400m,M,World Championships,2017,table_10,5,5,Nathon Allen,,,,Jamaica,,,44.88,,
400m,M,World Championships,2017,table_10,8,6,Demish Gaye,,,,Jamaica,,,45.04,,
400m,M,World Championships,2017,table_10,2,7,Fred Kerley,,,,United States,,,45.23,,
400m,M,World Championships,2017,table_10,7,,Isaac Makwala,,,,Botswana,,,DNS,,
400m,F,World Championships,2017,table_7,3,1,Salwa Eid Naser,,,,Bahrain,,,50.57,,
400m,F,World Championships,2017,table_7,9,2,Phyllis Francis,,,,United States,,,50.94,,
400m,F,World Championships,2017,table_7,3,3,Shaunae Miller-Uibo,,,,Bahamas,,,50.97,,
400m,F,World Championships,2017,table_7,4,4,Novlene Williams-Mills,,,,Jamaica,,,51,,
400m,F,World Championships,2017,table_7,2,5,Kabange Mupopo,,,,Zambia,,,51.09,,
400m,F,World Championships,2017,table_7,4,6,Chrisann Gordon,,,,Jamaica,,,51.14,,
400m,F,World Championships,2017,table_7,4,7,Shericka Jackson,,,,Jamaica,,,51.26,,
400m,F,World Championships,2017,table_7,7,8,Stephenie Ann McPherson,,,,Jamaica,,,51.27,,
400m,F,World Championships,2017,table_7,2,9,Amantle Montsho,,,,Botswana,,,51.37,,
400m,F,World Championships,2017,table_7,6,10,Gunta Latiševa-Čudare,,,,Latvia,,,51.37,,
400m,F,World Championships,2017,table_7,8,11,Lydia Jele,,,,Botswana,,,51.41,,
400m,F,World Championships,2017,table_7,8,12,Quanera Hayes,,,,United States,,,51.43,,
400m,F,World Championships,2017,table_7,3,13,Margaret Bamgbose,,,,Nigeria,,,51.57,,
400m,F,World Championships,2017,table_7,9,14,Yinka Ajayi,,,,Nigeria,,,51.58,,
400m,F,World Championships,2017,table_7,6,15,Bianca Răzor,,,,Romania,,,51.64,,
400m,F,World Championships,2017,table_7,3,16,Ruth Spelmeyer,,,,Germany,,,51.72,,
400m,F,World Championships,2017,table_7,9,17,Patience Okon George,,,,Nigeria,,,51.83,,
400m,F,World Championships,2017,table_7,4,18,Zoey Clark,,,,Great Britain & N.I.,,,51.88,,
400m,F,World Championships,2017,table_7,7,19,Iga Baumgart,,,,Poland,,,51.88,,
400m,F,World Championships,2017,table_7,5,20,Roxana Gomez,,,,Cuba,,,51.98,,
400m,F,World Championships,2017,table_7,2,21,Nirmala Sheoran,,,,India,,,52.01,,
400m,F,World Championships,2017,table_7,7,22,Elea-Mariama Diarra,,,,France,,,52.06,,
400m,F,World Championships,2017,table_7,6,23,Tamara Salaški,,,,Serbia,,,52.13,,
400m,F,World Championships,2017,table_7,5,24,Kendall Ellis,,,,United States,,,52.18,,
400m,F,World Championships,2017,table_7,4,25,Emily Diamond,,,,Great Britain & N.I.,,,52.2,,
400m,F,World Championships,2017,table_7,7,26,Morgan Mitchell,,,,Australia,,,52.22,,
400m,F,World Championships,2017,table_7,5,27,Anastasiia Bryzgina,,,,Ukraine,,,52.26,,
400m,F,World Championships,2017,table_7,8,28,Małgorzata Hołub,,,,Poland,,,52.26,,
400m,F,World Championships,2017,table_7,1,29,Allyson Felix,,,,United States,,,52.44,,
400m,F,World Championships,2017,table_7,5,30,Lisanne de Witte,,,,Netherlands,,,52.48,,
400m,F,World Championships,2017,table_7,9,31,Déborah Sananes,,,,France,,,52.5,,
400m,F,World Championships,2017,table_7,5,32,Aiyanna Stiverne,,,,Canada,,,52.55,,
400m,F,World Championships,2017,table_7,6,33,Amalie Iuel,,,,Norway,,,52.55,,
400m,F,World Championships,2017,table_7,8,34,Anyika Onuora,,,,Great Britain & N.I.,,,52.58,,
400m,F,World Championships,2017,table_7,2,35,Irini Vasiliou,,,,Greece,,,52.61,,
400m,F,World Championships,2017,table_7,6,36,Carline Muir,,,,Canada,,,52.7,,
400m,F,World Championships,2017,table_7,6,37,Ashley Kelly,,,,British Virgin Islands,,,52.7,,
400m,F,World Championships,2017,table_7,9,38,Anita Horvat,,,,Slovenia,,,52.78,,
400m,F,World Championships,2017,table_7,2,39,Cátia Azevedo,,,,Portugal,,,52.79,,
400m,F,World Championships,2017,table_7,9,40,Maria Benedicta Chigbolu,,,,Italy,,,53,,
400m,F,World Championships,2017,table_7,4,41,Maggie Barrie,,,,Sierra Leone,,,53.2,,
400m,F,World Championships,2017,table_7,2,42,Eleni Artymata,,,,Cyprus,,,53.26,,
400m,F,World Championships,2017,table_7,8,43,Christine Botlogetswe,,,,Botswana,,,53.5,,
400m,F,World Championships,2017,table_7,8,44,Justyna Święty,,,,Poland,,,53.62,,
400m,F,World Championships,2017,table_7,7,45,Domonique Williams,,,,Trinidad and Tobago,,,53.72,,
400m,F,World Championships,2017,table_7,5,46,Maximila Imali,,,,Kenya,,,53.97,,
400m,F,World Championships,2017,table_7,7,47,Travia Jones,,,,Canada,,,54.02,,
400m,F,World Championships,2017,table_7,3,48,Djénébou Danté,,,,Mali,,,54.04,,
400m,F,World Championships,2017,table_7,3,49,Samantha Dirks,,,,Belize,,,54.74,,
400m,F,World Championships,2017,table_9,7,1,Salwa Eid Naser,,,,Bahrain,,,50.08,,
400m,F,World Championships,2017,table_9,4,2,Allyson Felix,,,,United States,,,50.12,,
400m,F,World Championships,2017,table_9,5,3,Shaunae Miller-Uibo,,,,Bahamas,,,50.36,,
400m,F,World Championships,2017,table_9,5,4,Phyllis Francis,,,,United States,,,50.37,,
400m,F,World Championships,2017,table_9,7,5,Stephenie Ann McPherson,,,,Jamaica,,,50.56,,
400m,F,World Championships,2017,table_9,4,6,Kabange Mupopo,,,,Zambia,,,50.6,,
400m,F,World Championships,2017,table_9,9,7,Novlene Williams-Mills,,,,Jamaica,,,50.67,,
400m,F,World Championships,2017,table_9,5,8,Shericka Jackson,,,,Jamaica,,,50.7,,
400m,F,World Championships,2017,table_9,6,9,Quanera Hayes,,,,United States,,,50.71,,
400m,F,World Championships,2017,table_9,7,10,Chrisann Gordon,,,,Jamaica,,,50.87,,
400m,F,World Championships,2017,table_9,6,11,Amantle Montsho,,,,Botswana,,,51.28,,
400m,F,World Championships,2017,table_9,8,12,Gunta Latiševa-Čudare,,,,Latvia,,,51.57,,
400m,F,World Championships,2017,table_9,2,13,Lydia Jele,,,,Botswana,,,51.57,,
400m,F,World Championships,2017,table_9,3,14,Ruth Spelmeyer,,,,Germany,,,51.77,,
400m,F,World Championships,2017,table_9,2,15,Iga Baumgart,,,,Poland,,,51.81,,
400m,F,World Championships,2017,table_9,8,16,Zoey Clark,,,,Great Britain & N.I.,,,51.81,,
400m,F,World Championships,2017,table_9,3,17,Roxana Gomez,,,,Cuba,,,52.01,,
400m,F,World Championships,2017,table_9,2,18,Bianca Răzor,,,,Romania,,,52.09,,
400m,F,World Championships,2017,table_9,8,19,Yinka Ajayi,,,,Nigeria,,,52.1,,
400m,F,World Championships,2017,table_9,9,20,Margaret Bamgbose,,,,Nigeria,,,52.23,,
400m,F,World Championships,2017,table_9,4,21,Patience Okon George,,,,Nigeria,,,52.6,,
400m,F,World Championships,2017,table_9,3,22,Nirmala Sheoran,,,,India,,,53.07,,
400m,F,World Championships,2017,table_9,6,23,Irini Vasiliou,,,,Greece,,,53.27,,
400m,F,World Championships,2017,table_9,9,24,Ashley Kelly,,,,British Virgin Islands,,,54.5,,
400m,F,World Championships,2017,table_10,6,,Phyllis Francis,,,,United States,,,49.92,,
400m,F,World Championships,2017,table_10,4,,Salwa Eid Naser,,,,Bahrain,,,50.06,,
400m,F,World Championships,2017,table_10,5,,Allyson Felix,,,,United States,,,50.08,,
400m,F,World Championships,2017,table_10,7,4,Shaunae Miller-Uibo,,,,Bahamas,,,50.49,,
400m,F,World Championships,2017,table_10,2,5,Shericka Jackson,,,,Jamaica,,,50.76,,
400m,F,World Championships,2017,table_10,8,6,Stephenie Ann McPherson,,,,Jamaica,,,50.86,,
400m,F,World Championships,2017,table_10,9,7,Kabange Mupopo,,,,Zambia,,,51.15,,
400m,F,World Championships,2017,table_10,3,8,Novlene Williams-Mills,,,,Jamaica,,,51.48,,
100m,M,World Championships,2019,table_9,4,,Christian Coleman,,,,United States,,,9.76,,
100m,M,World Championships,2019,table_9,3,,Justin Gatlin,,,,United States,,,9.89,,
